model,mean,std,control,margin
cnn_small,0.7437895700192204,0.164530306152391,0.8836683311544578,-0.13987876113523734
xgboost,0.725468649010941,0.0496764259954904,0.8836683311544578,-0.15819968214351676
cnn,0.6923712464010028,0.1337764764355393,0.8836683311544578,-0.19129708475345497
