model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std,average_precision_macro_mean,average_precision_macro_std,n_items_mean,n_items_std,precision_HumpbackWhale_mean,precision_HumpbackWhale_std,recall_HumpbackWhale_mean,recall_HumpbackWhale_std,f1_HumpbackWhale_mean,f1_HumpbackWhale_std,support_HumpbackWhale_mean,support_HumpbackWhale_std,precision_SpermWhale_mean,precision_SpermWhale_std,recall_SpermWhale_mean,recall_SpermWhale_std,f1_SpermWhale_mean,f1_SpermWhale_std,support_SpermWhale_mean,support_SpermWhale_std,precision_KillerWhale_mean,precision_KillerWhale_std,recall_KillerWhale_mean,recall_KillerWhale_std,f1_KillerWhale_mean,f1_KillerWhale_std,support_KillerWhale_mean,support_KillerWhale_std
xgboost,0.8319083926,0.0621071031,0.7523776484,0.0698144905,0.8264056573,0.0622232983,0.9300692623,0.0334120787,0.817975471,0.0782506624,832.0,72.4453347747,0.6783817649,0.223432054,0.5733795651,0.269921082,0.5747493557,0.1997448234,109.2,73.3329004316,0.732750423,0.1370914338,0.8688216359,0.0893632941,0.7852657721,0.0859058392,202.6,0.4948716593,0.9159960962,0.0270741272,0.8853717421,0.1006180139,0.8971178174,0.0550364633,520.2,0.9897433186
cnn,0.8275318111,0.1211689566,0.7134743771,0.12299027,0.8109543604,0.1231524101,0.9633531551,0.033207495,0.8970185656,0.0680947224,832.0,80.1748090113,0.7582223102,0.2748632912,0.4955721962,0.4323431658,0.4355278492,0.2494400342,109.2,81.1646474766,0.7474948192,0.147003825,0.8827537434,0.1137966827,0.8004298543,0.0980395586,202.6,0.5477225575,0.9250599043,0.0462788415,0.9007050984,0.1811923033,0.9044654279,0.113931197,520.2,1.095445115
cnn_small,0.806969035,0.1327480569,0.7096283275,0.1418341564,0.7881636651,0.1410446002,0.9422165064,0.0539027714,0.8606734029,0.0796034319,832.0,72.4453347747,0.5757553928,0.3283987719,0.5291911597,0.398363211,0.4421046762,0.310894381,109.2,73.3329004316,0.8062919997,0.1259752181,0.8601614398,0.1247574631,0.8222441804,0.0955485823,202.6,0.4948716593,0.8853596542,0.093514028,0.8741319948,0.191049881,0.8645361258,0.1296437465,520.2,0.9897433186
logbook,0.9972871988,0.0090949312,0.9971892405,0.009552155,0.9972351536,0.0092919826,1.0,0.0,1.0,0.0,832.0,72.4453347747,1.0,0.0,0.9982352941,0.012478355,0.9990769231,0.0065271395,109.2,73.3329004316,0.9998039216,0.0009703366,0.9899419597,0.0334447765,0.9945518532,0.0179144905,202.6,0.4948716593,0.9960500368,0.0131800985,0.9999233716,0.000379212,0.9979389453,0.0067618238,520.2,0.9897433186
probe,0.817117088,0.0878139989,0.7390582829,0.0901553039,0.8253552285,0.0745649671,0.9323048231,0.0395653637,0.8088185749,0.0895069024,832.0,72.4453347747,0.5245330116,0.2520174054,0.6465531744,0.2208747023,0.5274494413,0.1726507626,109.2,73.3329004316,0.8209291964,0.1128725546,0.8131322246,0.1343423845,0.8064279555,0.0916759891,202.6,0.4948716593,0.9230360153,0.0325515558,0.8588392159,0.1431867114,0.8832974521,0.087805991,520.2,0.9897433186
xgboost_centred,0.8875343011,0.0498592239,0.8225275378,0.0888545955,0.8844950712,0.0513548191,0.9670590508,0.0242767123,0.8953451546,0.0903356903,832.0,72.4453347747,0.7274850537,0.264754923,0.6079843942,0.233396126,0.6489663546,0.2284244604,109.2,73.3329004316,0.8690779059,0.0558440177,0.9219114276,0.0673337831,0.8919801671,0.037749706,202.6,0.4948716593,0.9201494438,0.0507975336,0.9362904773,0.0512667905,0.9266360918,0.036632092,520.2,0.9897433186
xgboost+probe,0.8413862235,0.0742915367,0.7647418451,0.0888503349,0.8431853485,0.0664156317,0.9493884552,0.0312639586,0.8552320575,0.0750868741,832.0,72.4453347747,0.6029008402,0.2653709349,0.635812173,0.2626433887,0.5702084532,0.1933124557,109.2,73.3329004316,0.8070529142,0.1260513094,0.8655430913,0.1210846892,0.8236841643,0.0845990466,202.6,0.4948716593,0.9296266844,0.0311720489,0.8824255429,0.1286263537,0.9003329179,0.0766998278,520.2,0.9897433186
metadata,0.9334077866,0.0940855141,0.8677922636,0.134441029,0.9270267437,0.0942917119,0.980860622,0.046472923,0.9667948128,0.0548897883,832.0,72.4453347747,0.950346908,0.0764485204,0.6804264543,0.3592300273,0.7325868559,0.3342467726,109.2,73.3329004316,0.8680314401,0.1657963978,0.9888606545,0.0224931329,0.9142635952,0.1110626466,202.6,0.4948716593,0.9829218775,0.0279425091,0.9443435558,0.1458251552,0.9565263396,0.0997366716,520.2,0.9897433186
