model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std,average_precision_macro_mean,average_precision_macro_std,n_items_mean,n_items_std,precision_HumpbackWhale_mean,precision_HumpbackWhale_std,recall_HumpbackWhale_mean,recall_HumpbackWhale_std,f1_HumpbackWhale_mean,f1_HumpbackWhale_std,support_HumpbackWhale_mean,support_HumpbackWhale_std,precision_SpermWhale_mean,precision_SpermWhale_std,recall_SpermWhale_mean,recall_SpermWhale_std,f1_SpermWhale_mean,f1_SpermWhale_std,support_SpermWhale_mean,support_SpermWhale_std,precision_KillerWhale_mean,precision_KillerWhale_std,recall_KillerWhale_mean,recall_KillerWhale_std,f1_KillerWhale_mean,f1_KillerWhale_std,support_KillerWhale_mean,support_KillerWhale_std,precision_Long_FinnedPilotWhale_mean,precision_Long_FinnedPilotWhale_std,recall_Long_FinnedPilotWhale_mean,recall_Long_FinnedPilotWhale_std,f1_Long_FinnedPilotWhale_mean,f1_Long_FinnedPilotWhale_std,support_Long_FinnedPilotWhale_mean,support_Long_FinnedPilotWhale_std,precision_NorthernRightWhale_mean,precision_NorthernRightWhale_std,recall_NorthernRightWhale_mean,recall_NorthernRightWhale_std,f1_NorthernRightWhale_mean,f1_NorthernRightWhale_std,support_NorthernRightWhale_mean,support_NorthernRightWhale_std,precision_SpinnerDolphin_mean,precision_SpinnerDolphin_std,recall_SpinnerDolphin_mean,recall_SpinnerDolphin_std,f1_SpinnerDolphin_mean,f1_SpinnerDolphin_std,support_SpinnerDolphin_mean,support_SpinnerDolphin_std,precision_Short_Finned(Pacific)PilotWhale_mean,precision_Short_Finned(Pacific)PilotWhale_std,recall_Short_Finned(Pacific)PilotWhale_mean,recall_Short_Finned(Pacific)PilotWhale_std,f1_Short_Finned(Pacific)PilotWhale_mean,f1_Short_Finned(Pacific)PilotWhale_std,support_Short_Finned(Pacific)PilotWhale_mean,support_Short_Finned(Pacific)PilotWhale_std,precision_Beluga_WhiteWhale_mean,precision_Beluga_WhiteWhale_std,recall_Beluga_WhiteWhale_mean,recall_Beluga_WhiteWhale_std,f1_Beluga_WhiteWhale_mean,f1_Beluga_WhiteWhale_std,support_Beluga_WhiteWhale_mean,support_Beluga_WhiteWhale_std,precision_WeddellSeal_mean,precision_WeddellSeal_std,recall_WeddellSeal_mean,recall_WeddellSeal_std,f1_WeddellSeal_mean,f1_WeddellSeal_std,support_WeddellSeal_mean,support_WeddellSeal_std,precision_Walrus_mean,precision_Walrus_std,recall_Walrus_mean,recall_Walrus_std,f1_Walrus_mean,f1_Walrus_std,support_Walrus_mean,support_Walrus_std,precision_StripedDolphin_mean,precision_StripedDolphin_std,recall_StripedDolphin_mean,recall_StripedDolphin_std,f1_StripedDolphin_mean,f1_StripedDolphin_std,support_StripedDolphin_mean,support_StripedDolphin_std
xgboost,0.2093720333,0.1146930204,0.1599447637,0.0326045939,0.2137760184,0.1563096195,0.7112489489,0.0434223704,0.2228606934,0.0449814078,1836.25,141.268951531,0.0514614122,0.0882649389,0.114559387,0.2200194698,0.0690876728,0.1269415541,135.25,112.2270763527,0.1898843105,0.1804090245,0.1414633998,0.1059799734,0.1373497506,0.1008911056,236.5,171.0214411509,0.4410309137,0.3598334952,0.1533471395,0.1680779539,0.2176676462,0.2352537944,650.25,519.0808382773,0.2325637828,0.1777252678,0.5272327835,0.2189986844,0.3026799394,0.1707216299,210.5,173.8993962037,0.2866556943,0.2676154045,0.236697031,0.2212086053,0.2091916791,0.1449874162,85.5,18.3757086031,0.0281117834,0.0324163646,0.2125,0.1652018967,0.048823685,0.0543662824,110.75,192.4878784062,0.0232712959,0.0342817145,0.060964323,0.0469892431,0.0305895868,0.0404854645,139.5,214.3478481348,0.1446979362,0.1201640385,0.3457451923,0.202908286,0.193210407,0.1438106891,32.75,10.6262254195,0.1132730827,0.0776168212,0.5524733585,0.096330643,0.17627652,0.1055498785,25.5,10.7548438699,0.2833994709,0.2705931855,0.4413793103,0.3487591957,0.3286884645,0.2710238224,65.5,57.0,0.1359289617,0.1789200302,0.027950495,0.0437081141,0.0458270495,0.0700712005,144.25,70.957146692
logbook,0.8897403021,0.1761213042,0.8753572929,0.0953038939,0.8926929296,0.1645090211,0.9647090334,0.042537159,0.9300298963,0.0605918212,1836.25,141.268951531,1.0,0.0,1.0,0.0,1.0,0.0,135.25,112.2270763527,0.7641003167,0.3462628162,0.8897793163,0.114937442,0.7688192035,0.2517373536,236.5,171.0214411509,0.9500594112,0.0833880948,0.8224976569,0.3530055227,0.8544676521,0.2813059999,650.25,519.0808382773,0.9407124466,0.0882323952,0.9955752212,0.0088495575,0.9655570603,0.0469389232,210.5,173.8993962037,1.0,0.0,1.0,0.0,1.0,0.0,85.5,18.3757086031,0.75,0.5,0.2936716792,0.4134184986,0.3541916903,0.4202916162,110.75,192.4878784062,0.7456817968,0.4918685034,0.7672413793,0.4655172414,0.750411197,0.4906496783,139.5,214.3478481348,1.0,0.0,1.0,0.0,1.0,0.0,32.75,10.6262254195,1.0,0.0,1.0,0.0,1.0,0.0,25.5,10.7548438699,0.9955357143,0.0089285714,0.9137931034,0.1724137931,0.9456644144,0.1027529668,65.5,57.0,0.9804347826,0.0391304348,1.0,0.0,0.9898190045,0.020361991,144.25,70.957146692
probe,0.1907411654,0.044750999,0.1909810722,0.0187679338,0.199238883,0.0338239889,0.7203315045,0.0208199506,0.2686510214,0.0120733349,1836.25,123.9010668194,0.09437037,0.0438282181,0.1798937577,0.0939652648,0.1115460812,0.0478943728,135.25,98.4296572985,0.3537140796,0.1356086928,0.1703519584,0.060822687,0.2246254351,0.0724409882,236.5,149.9957264348,0.4487185145,0.2756884151,0.0848208257,0.0692247827,0.1347278578,0.1017870452,650.25,455.2640118797,0.3165615951,0.2433991604,0.3189004125,0.125417964,0.2813821129,0.1299809833,210.5,152.5198599931,0.3415963908,0.1841628763,0.2626781705,0.1491680148,0.2844459186,0.1441197842,85.5,16.1165625908,0.2386416002,0.3820922376,0.3465225564,0.3357700278,0.0753880529,0.0725002563,110.75,168.8230373756,0.0590708321,0.0828442106,0.1720056317,0.1444507161,0.076108641,0.1060707967,139.5,187.9954991278,0.1169706679,0.0226099778,0.395088141,0.1900019195,0.1768081948,0.0436235007,32.75,9.3198162192,0.0726350532,0.0301167187,0.5506503327,0.1368264353,0.1231155096,0.0458191252,25.5,9.4326220625,0.1961429002,0.1734069941,0.5457680251,0.3424052116,0.269460514,0.2007750616,65.5,49.9923071005,0.3108874046,0.248666922,0.3894009045,0.3477608533,0.3431834764,0.2920097827,144.25,62.2335345333
xgboost+probe,0.185516894,0.0618668072,0.1951650037,0.0240814696,0.191702356,0.0476153875,0.7318422482,0.0114655213,0.2815624483,0.0131728564,1836.25,141.268951531,0.0709544502,0.0594609227,0.1376105344,0.1247583882,0.081396712,0.0654634685,135.25,112.2270763527,0.3644800997,0.1288951162,0.1862467073,0.0765077031,0.2404065708,0.0759393308,236.5,171.0214411509,0.4423001784,0.2902662286,0.0822078026,0.0765614544,0.1287088316,0.1099730503,650.25,519.0808382773,0.3321913252,0.2733480849,0.3327894923,0.128734362,0.3044404314,0.1726852501,210.5,173.8993962037,0.3957096891,0.112692853,0.2924175355,0.0989104918,0.317244658,0.0288836003,85.5,18.3757086031,0.208798651,0.3712485872,0.3914786967,0.4734566913,0.0483490256,0.0406863254,110.75,192.4878784062,0.0507609947,0.0845451249,0.1430386217,0.1532740511,0.0652254944,0.1110146973,139.5,214.3478481348,0.1365465343,0.0400210569,0.4559535256,0.2633481497,0.2063551907,0.0671360845,32.75,10.6262254195,0.0840305697,0.0445232789,0.5686327889,0.1874445156,0.1397257317,0.0704994964,25.5,10.7548438699,0.2201192527,0.2315293353,0.5199059561,0.3693860913,0.2813025463,0.2394476142,65.5,57.0,0.3169822724,0.2838380031,0.3588839903,0.3586649249,0.3336598481,0.3190383278,144.25,70.957146692
metadata,0.5174933571,0.2436752758,0.3959365457,0.088368719,0.4964681971,0.2316253531,0.8199002194,0.0735896736,0.5285365489,0.0894675991,1836.25,141.268951531,0.3389917394,0.4512237312,0.2302168856,0.3091288592,0.1643862253,0.1461839162,135.25,112.2270763527,0.4639697675,0.3694688987,0.297756326,0.2326096338,0.3123710694,0.3080294793,236.5,171.0214411509,0.7147919812,0.4729794126,0.6721896159,0.463821718,0.6903571864,0.4653596641,650.25,519.0808382773,0.7958332498,0.2535707718,0.5876309359,0.3857683232,0.5516100682,0.2954633999,210.5,173.8993962037,0.3033887468,0.3657011403,0.4262820513,0.5067347224,0.3543514534,0.4245647006,85.5,18.3757086031,0.256860857,0.4747556292,0.5,0.5773502692,0.2740706534,0.4759968001,110.75,192.4878784062,0.0,0.0,0.0,0.0,0.0,0.0,139.5,214.3478481348,0.4824924011,0.345623262,0.8155048077,0.2280773741,0.5437781213,0.2032876537,32.75,10.6262254195,0.7783203125,0.443359375,0.8002024291,0.1520002551,0.6840391066,0.3242532945,25.5,10.7548438699,0.2521624436,0.2623727967,0.4711598746,0.4096331537,0.2961543051,0.2920086561,65.5,57.0,0.470102613,0.3590926179,0.5976196525,0.4624956038,0.4841838132,0.3357164052,144.25,70.957146692
