repeat,fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_HumpbackWhale,recall_HumpbackWhale,f1_HumpbackWhale,support_HumpbackWhale,precision_SpermWhale,recall_SpermWhale,f1_SpermWhale,support_SpermWhale,precision_KillerWhale,recall_KillerWhale,f1_KillerWhale,support_KillerWhale
0,0,0.9972527472527473,0.9924294542856225,0.9972797768858188,1.0,1.0,4004.0,1.0,1.0,1.0,119.0,0.9584905660377359,1.0,0.9788053949903661,254.0,1.0,0.9969705315340127,0.9984829678665011,3631.0
0,1,0.9351587754325917,0.8338428640638834,0.9489179968438286,1.0,1.0,5259.0,1.0,1.0,1.0,286.0,1.0,0.9285714285714286,0.9629629629629629,4774.0,0.3685185185185185,1.0,0.5385656292286874,199.0
0,2,0.9790356394129979,0.9467890254725354,0.9803787930879483,1.0,1.0,1908.0,1.0,0.9689922480620154,0.984251968503937,1290.0,1.0,1.0,1.0,499.0,0.7484276729559748,1.0,0.8561151079136691,119.0
0,3,1.0,1.0,1.0,1.0,1.0,944.0,1.0,1.0,1.0,444.0,1.0,1.0,1.0,145.0,1.0,1.0,1.0,355.0
0,4,0.6684272300469484,0.6442280802637532,0.6114927337623393,1.0,1.0,1704.0,1.0,1.0,1.0,523.0,0.4684854186265287,1.0,0.6380525304292121,498.0,1.0,0.17276720351390923,0.29463171036204744,683.0
1,0,0.9972527472527473,0.9924294542856225,0.9972797768858188,1.0,1.0,4004.0,1.0,1.0,1.0,119.0,0.9584905660377359,1.0,0.9788053949903661,254.0,1.0,0.9969705315340127,0.9984829678665011,3631.0
1,1,0.9351587754325917,0.8338428640638834,0.9489179968438286,1.0,1.0,5259.0,1.0,1.0,1.0,286.0,1.0,0.9285714285714286,0.9629629629629629,4774.0,0.3685185185185185,1.0,0.5385656292286874,199.0
1,2,0.9790356394129979,0.9467890254725354,0.9803787930879483,1.0,1.0,1908.0,1.0,0.9689922480620154,0.984251968503937,1290.0,1.0,1.0,1.0,499.0,0.7484276729559748,1.0,0.8561151079136691,119.0
1,3,1.0,1.0,1.0,1.0,1.0,944.0,1.0,1.0,1.0,444.0,1.0,1.0,1.0,145.0,1.0,1.0,1.0,355.0
1,4,0.6684272300469484,0.6442280802637532,0.6114927337623393,1.0,1.0,1704.0,1.0,1.0,1.0,523.0,0.4684854186265287,1.0,0.6380525304292121,498.0,1.0,0.17276720351390923,0.29463171036204744,683.0
2,0,0.9972527472527473,0.9924294542856225,0.9972797768858188,1.0,1.0,4004.0,1.0,1.0,1.0,119.0,0.9584905660377359,1.0,0.9788053949903661,254.0,1.0,0.9969705315340127,0.9984829678665011,3631.0
2,1,0.9351587754325917,0.8338428640638834,0.9489179968438286,1.0,1.0,5259.0,1.0,1.0,1.0,286.0,1.0,0.9285714285714286,0.9629629629629629,4774.0,0.3685185185185185,1.0,0.5385656292286874,199.0
2,2,0.9790356394129979,0.9467890254725354,0.9803787930879483,1.0,1.0,1908.0,1.0,0.9689922480620154,0.984251968503937,1290.0,1.0,1.0,1.0,499.0,0.7484276729559748,1.0,0.8561151079136691,119.0
2,3,1.0,1.0,1.0,1.0,1.0,944.0,1.0,1.0,1.0,444.0,1.0,1.0,1.0,145.0,1.0,1.0,1.0,355.0
2,4,0.6684272300469484,0.6442280802637532,0.6114927337623393,1.0,1.0,1704.0,1.0,1.0,1.0,523.0,0.4684854186265287,1.0,0.6380525304292121,498.0,1.0,0.17276720351390923,0.29463171036204744,683.0
3,0,0.9972527472527473,0.9924294542856225,0.9972797768858188,1.0,1.0,4004.0,1.0,1.0,1.0,119.0,0.9584905660377359,1.0,0.9788053949903661,254.0,1.0,0.9969705315340127,0.9984829678665011,3631.0
3,1,0.9351587754325917,0.8338428640638834,0.9489179968438286,1.0,1.0,5259.0,1.0,1.0,1.0,286.0,1.0,0.9285714285714286,0.9629629629629629,4774.0,0.3685185185185185,1.0,0.5385656292286874,199.0
3,2,0.9790356394129979,0.9467890254725354,0.9803787930879483,1.0,1.0,1908.0,1.0,0.9689922480620154,0.984251968503937,1290.0,1.0,1.0,1.0,499.0,0.7484276729559748,1.0,0.8561151079136691,119.0
3,3,1.0,1.0,1.0,1.0,1.0,944.0,1.0,1.0,1.0,444.0,1.0,1.0,1.0,145.0,1.0,1.0,1.0,355.0
3,4,0.6684272300469484,0.6442280802637532,0.6114927337623393,1.0,1.0,1704.0,1.0,1.0,1.0,523.0,0.4684854186265287,1.0,0.6380525304292121,498.0,1.0,0.17276720351390923,0.29463171036204744,683.0
4,0,0.9972527472527473,0.9924294542856225,0.9972797768858188,1.0,1.0,4004.0,1.0,1.0,1.0,119.0,0.9584905660377359,1.0,0.9788053949903661,254.0,1.0,0.9969705315340127,0.9984829678665011,3631.0
