fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_absent,recall_absent,f1_absent,support_absent,precision_present,recall_present,f1_present,support_present
0,0.08294930875576037,0.08099768030815722,0.11593182952025344,0.2430223285486443,0.5954892554475081,434.0,0.4827586206896552,0.0707070707070707,0.12334801762114538,396.0,0.02127659574468085,0.21052631578947367,0.03864734299516908,38.0
1,0.8796296296296297,0.7059685863874345,0.906829552065154,0.946078431372549,0.6734749455337691,432.0,1.0,0.8725490196078431,0.9319371727748691,408.0,0.3157894736842105,1.0,0.48,24.0
2,0.8880407124681934,0.5469503248794803,0.8780380618057678,0.47816788451256464,0.5083474945234676,393.0,0.9274193548387096,0.9530386740331491,0.9400544959128065,362.0,0.19047619047619047,0.12903225806451613,0.15384615384615385,31.0
3,0.30996309963099633,0.3096246849669641,0.31972072244392497,0.645265700483092,0.6552072593947916,271.0,0.8653846153846154,0.2,0.3249097472924188,225.0,0.1780821917808219,0.8478260869565217,0.2943396226415094,46.0
4,0.19322033898305085,0.1924687154950313,0.212094439904431,0.38572327044025156,0.501438452517262,295.0,0.8461538461538461,0.12452830188679245,0.21710526315789475,265.0,0.09375,0.8,0.16783216783216784,30.0
