model,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std,average_precision_macro_mean,average_precision_macro_std,n_items_mean,n_items_std,precision_HumpbackWhale_mean,precision_HumpbackWhale_std,recall_HumpbackWhale_mean,recall_HumpbackWhale_std,f1_HumpbackWhale_mean,f1_HumpbackWhale_std,support_HumpbackWhale_mean,support_HumpbackWhale_std,precision_SpermWhale_mean,precision_SpermWhale_std,recall_SpermWhale_mean,recall_SpermWhale_std,f1_SpermWhale_mean,f1_SpermWhale_std,support_SpermWhale_mean,support_SpermWhale_std,precision_KillerWhale_mean,precision_KillerWhale_std,recall_KillerWhale_mean,recall_KillerWhale_std,f1_KillerWhale_mean,f1_KillerWhale_std,support_KillerWhale_mean,support_KillerWhale_std,precision_Long_FinnedPilotWhale_mean,precision_Long_FinnedPilotWhale_std,recall_Long_FinnedPilotWhale_mean,recall_Long_FinnedPilotWhale_std,f1_Long_FinnedPilotWhale_mean,f1_Long_FinnedPilotWhale_std,support_Long_FinnedPilotWhale_mean,support_Long_FinnedPilotWhale_std,precision_NorthernRightWhale_mean,precision_NorthernRightWhale_std,recall_NorthernRightWhale_mean,recall_NorthernRightWhale_std,f1_NorthernRightWhale_mean,f1_NorthernRightWhale_std,support_NorthernRightWhale_mean,support_NorthernRightWhale_std,precision_SpinnerDolphin_mean,precision_SpinnerDolphin_std,recall_SpinnerDolphin_mean,recall_SpinnerDolphin_std,f1_SpinnerDolphin_mean,f1_SpinnerDolphin_std,support_SpinnerDolphin_mean,support_SpinnerDolphin_std,precision_Short_Finned(Pacific)PilotWhale_mean,precision_Short_Finned(Pacific)PilotWhale_std,recall_Short_Finned(Pacific)PilotWhale_mean,recall_Short_Finned(Pacific)PilotWhale_std,f1_Short_Finned(Pacific)PilotWhale_mean,f1_Short_Finned(Pacific)PilotWhale_std,support_Short_Finned(Pacific)PilotWhale_mean,support_Short_Finned(Pacific)PilotWhale_std,precision_Beluga_WhiteWhale_mean,precision_Beluga_WhiteWhale_std,recall_Beluga_WhiteWhale_mean,recall_Beluga_WhiteWhale_std,f1_Beluga_WhiteWhale_mean,f1_Beluga_WhiteWhale_std,support_Beluga_WhiteWhale_mean,support_Beluga_WhiteWhale_std,precision_WeddellSeal_mean,precision_WeddellSeal_std,recall_WeddellSeal_mean,recall_WeddellSeal_std,f1_WeddellSeal_mean,f1_WeddellSeal_std,support_WeddellSeal_mean,support_WeddellSeal_std,precision_Walrus_mean,precision_Walrus_std,recall_Walrus_mean,recall_Walrus_std,f1_Walrus_mean,f1_Walrus_std,support_Walrus_mean,support_Walrus_std,precision_StripedDolphin_mean,precision_StripedDolphin_std,recall_StripedDolphin_mean,recall_StripedDolphin_std,f1_StripedDolphin_mean,f1_StripedDolphin_std,support_StripedDolphin_mean,support_StripedDolphin_std
xgboost,0.5696672222179991,0.1222362725026756,0.4239893764056707,0.1005880607212123,0.547644365000903,0.1175857008536,0.8596544239313529,0.045788710102188,0.4937333947169868,0.0897523060892441,1544.6,98.3921765597411,0.3244324490427904,0.2900206433334243,0.2604407803248383,0.2105537124712395,0.2633227054937874,0.2054507940183446,109.2,73.26273658162499,0.4471216136766276,0.1162886868644737,0.5438189533239038,0.1084364876839865,0.481744603681387,0.095671149910712,202.6,0.4948716593053934,0.8901233758243322,0.0880428294058303,0.8397242435548194,0.1859999021066509,0.8539529784461608,0.1344291638072313,520.2,0.989743318610787,0.5545126785251426,0.1730909667935228,0.5349541557513694,0.3493524949846475,0.5120236648651629,0.2634792127275977,213.4,17.042563762293415,0.5689774320504966,0.1645015098084215,0.5926094166846925,0.1525150594142961,0.565511454785187,0.1332372714992091,68.4,1.9794866372215736,0.5573032276387868,0.2683351722273562,0.7472804363486673,0.3027463644971794,0.6299242369457577,0.269160101975772,88.6,15.902765771515137,0.1080632895093957,0.1849004437945359,0.0364409154569629,0.0904770696760511,0.0490076451687053,0.1095857516282153,111.6,21.127407482669884,0.2668078302025616,0.2513953605843333,0.4736509316770186,0.2578155866585073,0.3113392735507822,0.2370241182651011,26.2,4.490352470143346,0.2080620582548873,0.1354723152596375,0.6876938723620644,0.2463268974679058,0.3025367140751126,0.1595365832194435,20.4,1.761261143705422,0.473405475131098,0.2940443893800526,0.5857488101054404,0.3538482240617511,0.5030886052686409,0.3130605746923836,52.4,48.79611894904959,0.2686748442057216,0.2936725133135791,0.178773909855899,0.2474511920708627,0.1914312581816931,0.2520396844910131,131.6,61.82001525165038
logbook,0.943166715693918,0.0546994474428458,0.9201096359616828,0.0843600721317084,0.937496232895444,0.0625704200074701,0.9922055726840822,0.0093214452373933,0.955193390491316,0.0557538480449167,1544.6,98.3921765597411,1.0,0.0,1.0,0.0,1.0,0.0,109.2,73.26273658162499,0.90384152576038,0.1252288014496405,0.913220992049944,0.0717569845972789,0.8995110344395623,0.0605090500646999,202.6,0.4948716593053934,0.9974887222473856,0.0052010842084323,0.9809916736088752,0.07021477321223,0.9877110976071686,0.0409864724446184,520.2,0.989743318610787,0.8624640600112162,0.1394730597597579,0.962941176470588,0.0627613524364297,0.9065087787678868,0.104291629999918,213.4,17.042563762293415,0.997720962357546,0.0052769363186495,1.0,0.0,0.9988523020663927,0.0026574205489791,68.4,1.9794866372215736,0.9406507950196384,0.0990233008325909,0.8756036585365854,0.1862691940724666,0.8962369319072426,0.1327341091755831,88.6,15.902765771515137,0.7841987577639752,0.3979731046244635,0.8,0.4040610178208843,0.79162635529608,0.400359272967676,111.6,21.127407482669884,0.948346356086294,0.1595673402478031,0.8683333333333334,0.2682351829620507,0.8690338761986247,0.2254549352854153,26.2,4.490352470143346,1.0,0.0,1.0,0.0,1.0,0.0,20.4,1.761261143705422,1.0,0.0,0.9928571428571428,0.0144307506364601,0.9963636363636366,0.0073465639603797,52.4,48.79611894904959,0.9411242173982656,0.201712605937012,0.7620683111954459,0.3977418126147001,0.7753619829319195,0.3710483723422371,131.6,61.82001525165038
metadata,0.6396565935438637,0.1055767560566952,0.5774096491955467,0.1194707244074724,0.6314185214339461,0.0980543300501215,0.8955279404826615,0.0573052349754172,0.6864835123416246,0.0951325654404444,1544.6,98.3921765597411,0.6788028086966615,0.3017944594028411,0.4948487195885112,0.3984760165609658,0.4958731475281447,0.3410223991469858,109.2,73.26273658162499,0.5616161329401297,0.2041319335705027,0.5710993513144418,0.1788926744706328,0.5295531722590627,0.1102640835005156,202.6,0.4948716593053934,0.9709123600293792,0.0394240725167244,0.7535516721778431,0.1855810198194672,0.835360738358314,0.1227658188994535,520.2,0.989743318610787,0.6423121847774277,0.2190912237749568,0.7413612368024133,0.2840967805471695,0.6736821159558676,0.2379694624512714,213.4,17.042563762293415,0.7943936503920795,0.1802441141625827,0.8535251279832721,0.2764574337175779,0.7788195539645872,0.2226810832562456,68.4,1.9794866372215736,0.7766806930000275,0.2097314238052364,0.9361707317073172,0.0784146425326565,0.837551830137869,0.1534439934556039,88.6,15.902765771515137,0.0553544444216589,0.1957152737585593,0.0707264621033307,0.2381159417875919,0.0563138641332935,0.2006061043732165,111.6,21.127407482669884,0.5477277334464252,0.2927161162604262,0.850508281573499,0.2289907037266507,0.6000165574258933,0.244152409912033,26.2,4.490352470143346,0.6941159254971716,0.3369682797054632,0.8652112164469143,0.0990412705572588,0.7067861798455884,0.2542743735405813,20.4,1.761261143705422,0.5362939082211028,0.4080956610706959,0.6237629994526547,0.3959327149569777,0.5349341135656698,0.3659711806569878,52.4,48.79611894904959,0.3376818619321515,0.3829192393530871,0.2877364404279391,0.3740555351916934,0.302614867976724,0.3723846559050792,131.6,61.82001525165038
