metric,mean,std,min,max,folds
accuracy,0.8072608222,0.1031924416,0.6044499382,0.9607361963,50
macro_f1,0.7595001405,0.109380304,0.5852546011,0.9382354068,50
weighted_f1,0.8172005289,0.0913698532,0.6378099985,0.9604298287,50
roc_auc_ovr_macro,0.9341936172,0.0456450786,0.8362705811,0.9954229647,50
average_precision_macro,0.8384132322,0.0962542683,0.6098269682,0.9793172003,50
n_items,843.4,66.4971995728,809.0,975.0,50
precision_HumpbackWhale,0.6010342709,0.2633960854,0.2249134948,0.9651162791,50
recall_HumpbackWhale,0.7567578088,0.1275950641,0.488372093,0.9651162791,50
f1_HumpbackWhale,0.6316475959,0.1875196345,0.3456790123,0.8850574713,50
support_HumpbackWhale,120.6,67.3873966294,86.0,254.0,50
precision_SpermWhale,0.7690478,0.1284914429,0.5227882038,0.9651741294,50
recall_SpermWhale,0.8154865142,0.1682907225,0.3448275862,0.9802955665,50
f1_SpermWhale,0.7770690227,0.1152420018,0.447284345,0.9660194175,50
support_SpermWhale,202.6,0.4948716593,202.0,203.0,50
precision_KillerWhale,0.9363019294,0.028017163,0.8797250859,0.979498861,50
recall_KillerWhale,0.825098116,0.156727812,0.4903846154,0.9865384615,50
f1_KillerWhale,0.8697838028,0.1052863447,0.6313193588,0.9760306807,50
support_KillerWhale,520.2,0.9897433186,519.0,522.0,50
