metric,mean,std,min,max,folds
accuracy,0.8275318110773092,0.12116895663294976,0.6537013801756587,0.9418457648546145,5
macro_f1,0.7134743771389203,0.12299026998535216,0.6057770232312784,0.901274565920923,5
weighted_f1,0.8109543603962897,0.12315241006323531,0.6810077534520812,0.9422715043821005,5
roc_auc_ovr_macro,0.9633531550653455,0.03320749504248173,0.9082180314364222,0.991300098249456,5
average_precision_macro,0.8970185655604114,0.0680947224117538,0.7908975260591417,0.9737995451693043,5
n_items,832.0,80.17480901130978,791.0,975.0,5
precision_HumpbackWhale,0.7582223102484541,0.2748632912342541,0.29218106995884774,1.0,5
recall_HumpbackWhale,0.4955721962165138,0.4323431657725122,0.09448818897637795,0.9861111111111112,5
f1_HumpbackWhale,0.4355278492138416,0.24944003416789526,0.17266187050359713,0.8366013071895425,5
support_HumpbackWhale,109.2,81.16464747659538,68.0,254.0,5
precision_SpermWhale,0.7474948191981682,0.14700382500067982,0.5722379603399433,0.9398907103825137,5
recall_SpermWhale,0.882753743354631,0.11379668273835906,0.7339901477832512,1.0,5
f1_SpermWhale,0.8004298542718059,0.09803955857186056,0.7011764705882353,0.9178082191780822,5
support_SpermWhale,202.6,0.5477225575051661,202.0,203.0,5
precision_KillerWhale,0.9250599043414081,0.046278841483533464,0.8561872909698997,0.9732313575525813,5
recall_KillerWhale,0.900705098391963,0.18119230331474398,0.5766283524904214,0.9865125240847784,5
f1_KillerWhale,0.9044654279311134,0.11393119697009814,0.7049180327868853,0.9760306807286673,5
support_KillerWhale,520.2,1.0954451150103321,519.0,522.0,5
