epoch,train_loss,val_macro_f1,repeat,fold
0,0.46344579943098546,0.4453833889490893,0,0
1,0.22104506682447933,0.5511274314776536,0,0
2,0.15037235825282036,0.5591872416963465,0,0
3,0.13201729315245228,0.44258342061573835,0,0
4,0.12047552537563887,0.5658474346179271,0,0
5,0.09754999168423863,0.5543087816826305,0,0
6,0.09105244735440701,0.5924982757713638,0,0
7,0.08047930039249562,0.581685117919884,0,0
8,0.06760704416711392,0.5687671087820044,0,0
9,0.06064439184744163,0.608153144786009,0,0
10,0.06605819353243379,0.5957071953636628,0,0
11,0.05388282859247146,0.5851921561829441,0,0
12,0.04405239130210831,0.5811272307798331,0,0
13,0.05093290372597217,0.5695377628103176,0,0
14,0.03821618719647175,0.5692808978658658,0,0
15,0.043501871410996595,0.5591789710514524,0,0
16,0.03121470030860599,0.5670618838458993,0,0
17,0.03173106583662036,0.58407776374689,0,0
0,0.427436742442071,0.5312567546561325,0,1
1,0.2145670172063088,0.5722446072738223,0,1
2,0.1546996413997577,0.4895214519554812,0,1
3,0.136508168844881,0.3697091546461277,0,1
4,0.12276249590286252,0.3902862757346348,0,1
5,0.10067519694249823,0.5114967472160102,0,1
6,0.09091027439281074,0.5112776390967874,0,1
7,0.0801231753842487,0.5132624453740501,0,1
8,0.08389067461950575,0.5076914921009982,0,1
9,0.07066152140227959,0.5133535194064485,0,1
0,0.5225986618860448,0.49604355219251567,0,2
1,0.267702835447648,0.5983092362426424,0,2
2,0.19237289648882427,0.4258556770830306,0,2
3,0.16670908937719636,0.38632555486175213,0,2
4,0.1374112529491237,0.5140708015905774,0,2
5,0.11050552040206564,0.5412521018199913,0,2
6,0.09201054583866587,0.5086221605600451,0,2
7,0.09343434664794452,0.46931206242463724,0,2
8,0.08628144293659075,0.6426147984144637,0,2
9,0.06992734597134655,0.49365846084105763,0,2
10,0.06460018210496338,0.4972960738753925,0,2
11,0.06603543446859729,0.5503783511792862,0,2
12,0.06138549853472073,0.5398702335207612,0,2
13,0.055819308915024894,0.5118128421117053,0,2
14,0.04576916732176771,0.5293607442211918,0,2
15,0.04265947800955138,0.5160914962424838,0,2
16,0.04018448787322533,0.5054752933793598,0,2
0,0.5215218370875396,0.5055961266528394,0,3
1,0.27918950606010917,0.5176183449949766,0,3
2,0.1878034321247382,0.49849345820756136,0,3
3,0.14741399192185883,0.5396481525897322,0,3
4,0.13914293093705846,0.5425359660060809,0,3
5,0.11905341215540428,0.5252401000329786,0,3
6,0.0921714286701588,0.5362892235705434,0,3
7,0.08248073666973517,0.5354222407403485,0,3
8,0.07720724069819455,0.5403584408747261,0,3
9,0.07254992472389844,0.5531605901596786,0,3
10,0.06424721092488916,0.5436599802157547,0,3
11,0.06224389676105053,0.4940172115913964,0,3
12,0.05804967365566059,0.5411707027868272,0,3
13,0.05758969079815403,0.5291917223912722,0,3
14,0.046556343644249425,0.5462597068913932,0,3
15,0.04830185702038647,0.5353016928998996,0,3
16,0.04390725936441804,0.5511897027103871,0,3
17,0.037770022742217677,0.5368293004118218,0,3
0,0.5229511606074736,0.47648120695894836,0,4
1,0.252869533429981,0.44524747955472654,0,4
2,0.16592626530312865,0.43829443741425006,0,4
3,0.14317682113908245,0.4682257660622251,0,4
4,0.10121008461476101,0.5711461021547095,0,4
5,0.09269140998389641,0.5050251358233009,0,4
6,0.08244347008321001,0.5458128251630463,0,4
7,0.0862842921217834,0.5003488487763683,0,4
8,0.0634859029764536,0.5349643378248865,0,4
9,0.05269567526212646,0.5249308873592192,0,4
10,0.0533432673827072,0.5176415875241788,0,4
11,0.05976347984849286,0.5157156659420635,0,4
12,0.047433817676015615,0.5228968721992023,0,4
