metric,mean,std,min,max,folds
accuracy,0.8124836567069422,0.14980865135541205,0.6266996291718171,0.9656441717791411,5
macro_f1,0.7563008205136574,0.1758269285326712,0.5287432958011588,0.9516329137018792,5
weighted_f1,0.7967494192962694,0.1691675987471372,0.5800304967452635,0.9656441717791411,5
roc_auc_ovr_macro,0.9002809027957317,0.10677502107916396,0.7319963545762654,0.9926397999682134,5
average_precision_macro,0.8298866560702569,0.1366191513458201,0.6346306274662182,0.9755547487248387,5
n_items,843.4,73.61249893869925,809.0,975.0,5
precision_HumpbackWhale,0.537664181694035,0.38738818612997294,0.0,0.9222222222222223,5
recall_HumpbackWhale,0.6690742225786332,0.3977598461371815,0.0,0.9534883720930233,5
f1_HumpbackWhale,0.5629869714539969,0.3668697866948091,0.0,0.9222222222222223,5
support_HumpbackWhale,120.6,74.59088416153813,86.0,254.0,5
precision_SpermWhale,0.8561691394801223,0.12702675060199287,0.6896551724137931,0.971830985915493,5
recall_SpermWhale,0.877730088279764,0.12154777393851907,0.6798029556650246,0.9900990099009901,5
f1_SpermWhale,0.8557410116584266,0.07171763610665934,0.8,0.9556650246305419,5
support_SpermWhale,202.6,0.5477225575051661,202.0,203.0,5
precision_KillerWhale,0.879596151103455,0.11432200694471291,0.6834319526627219,0.9770114942528736,5
recall_KillerWhale,0.854975442469961,0.21094979638052386,0.4826923076923077,0.9770114942528736,5
f1_KillerWhale,0.8501744784285489,0.14341060458275443,0.6346396965865992,0.9770114942528736,5
support_KillerWhale,520.2,1.0954451150103321,519.0,522.0,5
