fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_HumpbackWhale,recall_HumpbackWhale,f1_HumpbackWhale,support_HumpbackWhale,precision_SpermWhale,recall_SpermWhale,f1_SpermWhale,support_SpermWhale,precision_KillerWhale,recall_KillerWhale,f1_KillerWhale,support_KillerWhale
0,0.6279357231149567,0.6097509874846716,0.6474833756938675,0.8532820905574171,0.6627707397151935,809.0,0.2805755395683453,0.9069767441860465,0.42857142857142855,86.0,0.6618181818181819,0.896551724137931,0.7615062761506276,203.0,0.96875,0.47692307692307695,0.6391752577319587,520.0
1,0.6410256410256411,0.48785027250653906,0.5525907464009817,0.6783476880852916,0.5971037532305483,975.0,0.0,0.0,0.0,254.0,0.5343915343915344,1.0,0.696551724137931,202.0,0.7243150684931506,0.815028901734104,0.7669990933816863,519.0
2,0.9496932515337423,0.9246362251226469,0.9505537128692036,0.9878912495104092,0.9637640447280074,815.0,0.8058252427184466,0.9222222222222223,0.8601036269430051,90.0,0.9458128078817734,0.9458128078817734,0.9458128078817734,203.0,0.9803536345776032,0.9559386973180076,0.967992240543162,522.0
3,0.9035846724351051,0.8541541685336108,0.9048276318076629,0.9756306688122395,0.8706772363759843,809.0,0.6947368421052632,0.7586206896551724,0.7252747252747253,87.0,0.8815165876777251,0.9207920792079208,0.9007263922518159,202.0,0.952286282306163,0.9211538461538461,0.9364613880742912,520.0
4,0.92336217552534,0.8927914867078123,0.921704712753089,0.957399196259963,0.9198280312434051,809.0,0.9066666666666666,0.7906976744186046,0.84472049689441,86.0,0.9441340782122905,0.8325123152709359,0.8848167539267016,203.0,0.918918918918919,0.9807692307692307,0.9488372093023256,520.0
