repeat,fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_HumpbackWhale,recall_HumpbackWhale,f1_HumpbackWhale,support_HumpbackWhale,precision_SpermWhale,recall_SpermWhale,f1_SpermWhale,support_SpermWhale,precision_KillerWhale,recall_KillerWhale,f1_KillerWhale,support_KillerWhale,precision_Long_FinnedPilotWhale,recall_Long_FinnedPilotWhale,f1_Long_FinnedPilotWhale,support_Long_FinnedPilotWhale,precision_NorthernRightWhale,recall_NorthernRightWhale,f1_NorthernRightWhale,support_NorthernRightWhale,precision_SpinnerDolphin,recall_SpinnerDolphin,f1_SpinnerDolphin,support_SpinnerDolphin,precision_Short_Finned(Pacific)PilotWhale,recall_Short_Finned(Pacific)PilotWhale,f1_Short_Finned(Pacific)PilotWhale,support_Short_Finned(Pacific)PilotWhale,precision_Beluga_WhiteWhale,recall_Beluga_WhiteWhale,f1_Beluga_WhiteWhale,support_Beluga_WhiteWhale,precision_WeddellSeal,recall_WeddellSeal,f1_WeddellSeal,support_WeddellSeal,precision_Walrus,recall_Walrus,f1_Walrus,support_Walrus,precision_StripedDolphin,recall_StripedDolphin,f1_StripedDolphin,support_StripedDolphin
0,0,0.6161464585834334,0.37666157469241063,0.6277085210994159,0.9147388772758472,0.6156709665442961,6664.0,1.0,0.14002828854314003,0.2456575682382134,707.0,0.8030746705710102,0.9631255487269534,0.8758483033932136,1139.0,0.9223724378543393,0.6020495303159693,0.7285566655184292,3513.0,0.371875,0.7951002227171492,0.5067423704755145,449.0,0.5125448028673835,1.0,0.6777251184834123,143.0,0.25,0.17142857142857143,0.2033898305084746,35.0,0.0,0.0,0.0,101.0,0.04817275747508306,0.4142857142857143,0.08630952380952381,70.0,0.2945091514143095,1.0,0.455012853470437,177.0,0.2292817679558011,0.8829787234042553,0.36403508771929827,94.0,0.0,0.0,0.0,236.0
0,1,0.7780989627614351,0.6541424246099902,0.7780149578981844,0.861100853047283,0.6794303260367065,5881.0,0.7365079365079366,0.8957528957528957,0.8083623693379791,777.0,0.9744651483781919,0.8767463520645762,0.923026638339598,3221.0,0.9050632911392406,0.9225806451612903,0.9137380191693291,155.0,0.2725060827250608,0.37333333333333335,0.3150492264416315,300.0,0.8363636363636363,0.8846153846153846,0.8598130841121495,104.0,0.98828125,1.0,0.9941060903732809,253.0,0.27045454545454545,0.31151832460732987,0.2895377128953771,382.0,0.6417112299465241,1.0,0.7817589576547231,120.0,0.9776119402985075,1.0,0.9886792452830189,131.0,0.0,0.0,0.0,241.0,0.25443786982248523,0.4365482233502538,0.32149532710280376,197.0
0,2,0.5891494772534615,0.6004949624918215,0.5704811935622993,0.8748220112921333,0.7161822988862291,3539.0,0.5423728813559322,0.1833810888252149,0.2740899357601713,349.0,0.1554524361948956,0.1268939393939394,0.1397288842544317,528.0,0.9549114331723028,0.9850498338870431,0.9697465249386754,602.0,0.9903846153846154,0.42650103519668736,0.5962373371924746,483.0,0.6346153846153846,0.8181818181818182,0.7148014440433214,121.0,0.5660112359550562,0.9664268585131894,0.7139061116031886,417.0,0.0,0.0,0.0,216.0,1.0,1.0,1.0,40.0,1.0,0.9904306220095693,0.9951923076923077,209.0,0.9142857142857143,0.4423963133640553,0.5962732919254659,217.0,0.46476761619190404,0.8683473389355743,0.60546875,357.0
0,3,0.8789021579719254,0.7796749197874445,0.8847343712843229,0.9835277019736188,0.8574583956621139,4773.0,0.9810650887573964,1.0,0.9904420549581839,829.0,1.0,0.7308892355694228,0.8445245606128887,1282.0,1.0,1.0,1.0,717.0,0.7418397626112759,1.0,0.8517887563884157,500.0,0.9903381642512077,0.9276018099547512,0.9579439252336449,221.0,1.0,0.7130044843049327,0.8324607329842932,223.0,0.2482758620689655,1.0,0.39779005524861877,108.0,0.65,0.9285714285714286,0.7647058823529411,28.0,1.0,1.0,1.0,514.0,0.9389671361502347,0.9345794392523364,0.936768149882904,214.0,0.0,0.0,0.0,137.0
