repeat,fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_absent,recall_absent,f1_absent,support_absent,precision_present,recall_present,f1_present,support_present
0,0,0.9474178403755869,0.6945673549655851,0.953680391097816,0.7590972897095345,0.6622511416417338,1065.0,0.9840796019900497,0.9611273080660836,0.9724680432645034,1029.0,0.3333333333333333,0.5555555555555556,0.4166666666666667,36.0
0,1,0.9106728538283063,0.6229499815377624,0.930160060318104,0.8931779608395083,0.5779774977859732,862.0,0.9833759590792839,0.9231692677070829,0.9523219814241486,833.0,0.2,0.5517241379310345,0.29357798165137616,29.0
0,2,0.9695767195767195,0.4922766957689725,0.9559023669164705,0.3468850631657171,0.49240691248759844,756.0,0.9708609271523179,0.9986376021798365,0.984553391537945,734.0,0.0,0.0,0.0,22.0
0,3,0.8456375838926175,0.6546880604895429,0.8770029388198373,0.9198992805755396,0.6705119598164602,745.0,0.9801324503311258,0.8517985611510791,0.9114703618167821,695.0,0.2695035460992908,0.76,0.39790575916230364,50.0
0,4,0.9050673508659397,0.7302818613698425,0.9184373962775935,0.9057031456515993,0.7392219894753174,1559.0,0.9808682855040471,0.9161512027491409,0.9474058280028429,1455.0,0.39,0.75,0.5131578947368421,104.0
1,0,0.8869485294117647,0.6217769901900103,0.9175116596184434,0.8222961554710604,0.6107068165073362,1088.0,0.9904963041182682,0.8916349809885932,0.9384692346173087,1052.0,0.19148936170212766,0.75,0.3050847457627119,36.0
1,1,0.9,0.6262834505618886,0.924545234052874,0.8894559940246484,0.5761171582318751,860.0,0.9869281045751634,0.9085439229843562,0.9461152882205514,831.0,0.2,0.6551724137931034,0.3064516129032258,29.0
1,2,0.9697368421052631,0.4923179692718771,0.9561333192701192,0.37980413895048043,0.49409650232073293,760.0,0.9710144927536232,0.9986449864498645,0.9846359385437542,738.0,0.0,0.0,0.0,22.0
1,3,0.8716875871687587,0.6866139637414009,0.8938561155647763,0.9204797601199401,0.6704565215927378,717.0,0.978369384359401,0.881559220389805,0.9274447949526814,667.0,0.31896551724137934,0.74,0.4457831325301205,50.0
1,4,0.9052496798975672,0.7204453989629285,0.9174729551719841,0.9080240318666245,0.7411972232182428,1562.0,0.9767103347889374,0.9204389574759945,0.9477401129943502,1458.0,0.3829787234042553,0.6923076923076923,0.4931506849315068,104.0
2,0,0.9254119687771032,0.5964725224638625,0.9380513327084479,0.7250198945588382,0.5708235703968915,1153.0,0.978644382544104,0.9435989256938228,0.9608021877848678,1117.0,0.17105263157894737,0.3611111111111111,0.23214285714285715,36.0
2,1,0.9398315282791817,0.6464190891143032,0.9468083101879898,0.9272593844511654,0.6478331745123719,831.0,0.9796178343949045,0.9576587795765878,0.9685138539042821,803.0,0.2608695652173913,0.42857142857142855,0.32432432432432434,28.0
2,2,0.9539375928677564,0.488212927756654,0.94450703111317,0.274472838988968,0.4849940894065832,673.0,0.9668674698795181,0.9861751152073732,0.976425855513308,651.0,0.0,0.0,0.0,22.0
2,3,0.8010403120936281,0.6235903473384158,0.8477553596333525,0.9070675624010051,0.7048210360438991,769.0,0.9879101899827288,0.7966573816155988,0.882035466461064,718.0,0.23157894736842105,0.8627450980392157,0.3651452282157676,51.0
2,4,0.8994234465086482,0.7361179752717939,0.9160465604374813,0.9070633810252892,0.7491368989403906,1561.0,0.987987987987988,0.9032258064516129,0.9437074220150592,1457.0,0.38427947598253276,0.8461538461538461,0.5285285285285285,104.0
3,0,0.8847161572052402,0.613792469029805,0.9169218928173357,0.8005084660855626,0.6065362073384658,1145.0,0.9909547738693467,0.8890892696122633,0.9372623574144486,1109.0,0.18,0.75,0.2903225806451613,36.0
3,1,0.9400479616306955,0.6553491139910077,0.9475598045763336,0.9207506203473945,0.642976307322186,834.0,0.9809160305343512,0.956575682382134,0.9685929648241206,806.0,0.2708333333333333,0.4642857142857143,0.34210526315789475,28.0
3,2,0.9065934065934066,0.4897546897546898,0.9217972503686789,0.29330866481652795,0.48732169078040827,728.0,0.9676945668135095,0.9347517730496454,0.950937950937951,705.0,0.02127659574468085,0.043478260869565216,0.02857142857142857,23.0
3,3,0.8599167822468793,0.6897074802394699,0.8876475112256147,0.9347391952309985,0.7503656468473134,721.0,0.988013698630137,0.8599105812220567,0.9195219123505977,671.0,0.31386861313868614,0.86,0.45989304812834225,50.0
3,4,0.9037844772289929,0.7282305525339581,0.9175149517861465,0.9064730372720063,0.7470541054401154,1559.0,0.9808400884303611,0.9147766323024055,0.9466571834992887,1455.0,0.38613861386138615,0.75,0.5098039215686274,104.0
4,0,0.9188940092165898,0.5926343095091815,0.9330061692451287,0.7539720368605021,0.5763714519686483,1085.0,0.9771598808341608,0.9380362249761678,0.9571984435797666,1049.0,0.16666666666666666,0.3611111111111111,0.22807017543859648,36.0
4,1,0.9352869352869353,0.6388678585988004,0.9436761544384863,0.9220019866353621,0.6466010747040529,819.0,0.9792207792207792,0.9532237673830595,0.9660474055092889,791.0,0.24489795918367346,0.42857142857142855,0.3116883116883117,28.0
4,2,0.9163498098859315,0.4928515777171796,0.9292720860408726,0.35761720967192645,0.4925034591931335,789.0,0.9704301075268817,0.9425587467362925,0.9562913907284768,766.0,0.022222222222222223,0.043478260869565216,0.029411764705882353,23.0
4,3,0.8422496570644719,0.6681865137320557,0.8755458265276803,0.9210898379970545,0.7170760530454019,729.0,0.9878892733564014,0.8409425625920471,0.9085123309466985,679.0,0.2847682119205298,0.86,0.42786069651741293,50.0
4,4,0.8996805111821087,0.7361984794948684,0.9162675679685575,0.8988508924340547,0.7395682265482966,1565.0,0.9880239520958084,0.9034907597535934,0.9438684304612084,1461.0,0.38427947598253276,0.8461538461538461,0.5285285285285285,104.0
5,0,0.943449575871819,0.7073264923314575,0.9523692306540362,0.7935230352303524,0.6609533439921373,1061.0,0.9878665318503539,0.953170731707317,0.9702085402184707,1025.0,0.3333333333333333,0.6666666666666666,0.4444444444444444,36.0
5,1,0.9087719298245615,0.6393263531345996,0.9299192145986044,0.8955498037905987,0.5825447695607925,855.0,0.9869791666666666,0.9176755447941889,0.9510664993726474,826.0,0.21839080459770116,0.6551724137931034,0.3275862068965517,29.0
5,2,0.9659239842726082,0.49133333333333334,0.9543328964613369,0.3717028585449638,0.4943842215464087,763.0,0.9710144927536232,0.9946018893387314,0.9826666666666667,741.0,0.0,0.0,0.0,22.0
5,3,0.8546895640686922,0.6776578613235886,0.8849837591908489,0.9303818953323904,0.7404370597263351,757.0,0.9885433715220949,0.8543140028288543,0.9165402124430956,707.0,0.2945205479452055,0.86,0.4387755102040816,50.0
5,4,0.8981302385557705,0.7101963103122044,0.9122741851169356,0.8883598692254532,0.7234523355304876,1551.0,0.9763488543976349,0.9129232895646164,0.9435714285714286,1447.0,0.36363636363636365,0.6923076923076923,0.4768211920529801,104.0
6,0,0.9334485738980121,0.6088006569096267,0.9429970420447294,0.7737263356130438,0.5864641525918889,1157.0,0.9788990825688073,0.951828724353256,0.9651741293532339,1121.0,0.19402985074626866,0.3611111111111111,0.2524271844660194,36.0
6,1,0.9359129383313181,0.6559927165987771,0.9452936428129715,0.9253307706061148,0.6686491500325296,827.0,0.9819121447028424,0.951188986232791,0.9663064208518753,799.0,0.2641509433962264,0.5,0.345679012345679,28.0
6,2,0.9046283309957924,0.4892119679730299,0.9201337628971086,0.3062381852551985,0.48715583132656604,713.0,0.9669669669669669,0.9333333333333333,0.9498525073746312,690.0,0.02127659574468085,0.043478260869565216,0.02857142857142857,23.0
6,3,0.8556701030927835,0.7518019716025268,0.8693260725715822,0.9027730082417582,0.7551412632030577,776.0,0.9620462046204621,0.8675595238095238,0.9123630672926447,672.0,0.4764705882352941,0.7788461538461539,0.5912408759124088,104.0
6,4,0.9425363276089829,0.6807262062028093,0.950747731854399,0.9519330601092896,0.6636622798865894,1514.0,0.9845179451090781,0.9556010928961749,0.9698440207972271,1464.0,0.3010752688172043,0.56,0.3916083916083916,50.0
7,0,0.9568965517241379,0.7283423261390888,0.9620519101959812,0.8281929616449191,0.6899108824344246,1160.0,0.9881818181818182,0.9670818505338078,0.9775179856115108,1124.0,0.38333333333333336,0.6388888888888888,0.4791666666666667,36.0
7,1,0.936374549819928,0.6391670004004806,0.9446303150815794,0.9236024844720496,0.6643694313165794,833.0,0.9795918367346939,0.9540372670807453,0.9666456891126495,805.0,0.24489795918367346,0.42857142857142855,0.3116883116883117,28.0
7,2,0.9110169491525424,0.49206855320844956,0.9233964507434254,0.31018724214535065,0.4853475860673542,708.0,0.9669669669669669,0.9401459854014599,0.9533678756476683,685.0,0.023809523809523808,0.043478260869565216,0.03076923076923077,23.0
7,3,0.8395378690629012,0.7286372364053875,0.8557943875046652,0.896460113960114,0.7582992730924998,779.0,0.9568106312292359,0.8533333333333334,0.9021143304620204,675.0,0.4406779661016949,0.75,0.5551601423487544,104.0
7,4,0.9422694094226941,0.6806526806526807,0.9505168576170568,0.9407618393960192,0.6349018452476907,1507.0,0.9844413012729845,0.9553877831159918,0.9696969696969697,1457.0,0.3010752688172043,0.56,0.3916083916083916,50.0
8,0,0.9126637554585153,0.5800692427309803,0.9302889798817605,0.746969241558962,0.5691052802938346,1145.0,0.9781990521327014,0.9305680793507665,0.9537892791127541,1109.0,0.14444444444444443,0.3611111111111111,0.20634920634920634,36.0
8,1,0.9020979020979021,0.6349084130329065,0.9261231150111034,0.8965309263341792,0.5835770671788035,858.0,0.9882044560943644,0.9095295536791315,0.9472361809045227,829.0,0.21052631578947367,0.6896551724137931,0.3225806451612903,29.0
8,2,0.95900439238653,0.48953662182361735,0.947536477380413,0.3455508183193508,0.49068364905550793,683.0,0.9675036927621861,0.9909228441754917,0.9790732436472347,661.0,0.0,0.0,0.0,22.0
8,3,0.8592896174863388,0.6899108754930227,0.8877803116109076,0.9207771260997066,0.6667469915223266,732.0,0.9898477157360406,0.8577712609970675,0.9190887666928516,682.0,0.3120567375886525,0.88,0.4607329842931937,50.0
8,4,0.904397705544933,0.7284189099368561,0.918052433945243,0.909674455237595,0.7519788205016376,1569.0,0.9809802487198245,0.9153583617747441,0.9470338983050848,1465.0,0.38613861386138615,0.75,0.5098039215686274,104.0
9,0,0.9402985074626866,0.6985376827896512,0.9503718751573963,0.783381595881596,0.6613200513365475,1072.0,0.9879518072289156,0.9498069498069498,0.968503937007874,1036.0,0.3157894736842105,0.6666666666666666,0.42857142857142855,36.0
9,1,0.9077277970011534,0.6418835192069393,0.9297925161755058,0.9026623323183277,0.5854453257223304,867.0,0.9884020618556701,0.9152744630071599,0.9504337050805453,838.0,0.21978021978021978,0.6896551724137931,0.3333333333333333,29.0
9,2,0.9633986928104575,0.49067909454061254,0.9531361235128761,0.363452832497247,0.494516690048964,765.0,0.9710144927536232,0.9919246298788694,0.9813581890812251,743.0,0.0,0.0,0.0,22.0
9,3,0.8410326086956522,0.6480498301801194,0.8732554212551265,0.9174344023323615,0.7102610016132405,736.0,0.9781512605042016,0.8483965014577259,0.9086651053864169,686.0,0.2624113475177305,0.74,0.387434554973822,50.0
9,4,0.9017453135100194,0.7259674998368466,0.9159323848315023,0.8992550242550243,0.7471026748478837,1547.0,0.9806403574087863,0.9126819126819127,0.9454414931801867,1443.0,0.38235294117647056,0.75,0.5064935064935064,104.0
