metric,mean,std,min,max,folds
accuracy,0.9054886871780919,0.04803235426465319,0.7461240310077519,0.9707602339181286,50
macro_f1,0.6071389093387394,0.0891147630316795,0.4885343968095713,0.7634630765129299,50
weighted_f1,0.9251287635042996,0.029557396513343676,0.8277038757979119,0.9620367587005648,50
roc_auc_ovr_macro,0.7574415245910338,0.19825916597264515,0.34726596049241343,0.9486620299422374,50
average_precision_macro,0.5972107347190436,0.06973317971693109,0.4908609187064222,0.7187157757981109,50
n_items,520.2,12.355284748822658,512.0,546.0,50
precision_absent,0.9823329947634898,0.007190858722721348,0.9702127659574468,0.9935064935064936,50
recall_absent,0.9181954498801261,0.053460813238012175,0.7474949899799599,0.9979959919839679,50
f1_absent,0.9482668481228157,0.02844805584137314,0.8506271379703535,0.9851632047477745,50
support_absent,499.8,0.989743318610787,499.0,502.0,50
precision_present,0.18956375531955325,0.1444062394430597,0.0,0.4647887323943662,50
recall_present,0.5113014436543849,0.2721367947861688,0.0,0.8,50
f1_present,0.26601097055466305,0.18015374832401929,0.0,0.5806451612903226,50
support_present,20.4,12.542173752941697,12.0,45.0,50
