repeat,fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_absent,recall_absent,f1_absent,support_absent,precision_present,recall_present,f1_present,support_present
0,0,0.6464011180992313,0.43525023866422907,0.7670587634906612,0.6028026677527747,0.5181378080496134,1431.0,0.9966777408637874,0.6414825374198146,0.7805724197745013,1403.0,0.04734848484848485,0.8928571428571429,0.08992805755395683,28.0
0,1,0.9271028037383178,0.481086323957323,0.9271028037383178,0.9233256236166032,0.6918733084410112,1070.0,0.962172647914646,0.962172647914646,0.962172647914646,1031.0,0.0,0.0,0.0,39.0
0,2,0.9594290007513148,0.5925325411583292,0.9483901524025157,0.5629078453952225,0.5306054190516967,1331.0,0.9650455927051672,0.9937402190923318,0.9791827293754819,1278.0,0.4666666666666667,0.1320754716981132,0.20588235294117646,53.0
0,3,0.9212410501193318,0.4795031055900621,0.8834758890585392,0.5984063432249961,0.6462039254355456,1676.0,0.9212410501193318,1.0,0.9590062111801242,1544.0,0.0,0.0,0.0,132.0
0,4,0.9395734597156398,0.4844227244960293,0.9103014704392209,0.9855599238434339,0.963022202491395,844.0,0.9395734597156398,1.0,0.9688454489920586,793.0,0.0,0.0,0.0,51.0
1,0,0.5362731152204836,0.3811101659442892,0.677771145668377,0.4646317829457365,0.5096103789536938,1406.0,0.9931880108991825,0.529796511627907,0.6909952606635071,1376.0,0.03720238095238095,0.8333333333333334,0.07122507122507123,30.0
1,1,0.9569471624266145,0.489,0.935894324853229,0.9063371444506413,0.798711171951944,1022.0,0.9569471624266145,1.0,0.978,978.0,0.0,0.0,0.0,44.0
1,2,0.7359073359073359,0.5140552995391705,0.8190701563973453,0.8074981724510043,0.567597378013382,1295.0,0.992399565689468,0.7317854283426741,0.8423963133640553,1249.0,0.10427807486631016,0.8478260869565217,0.18571428571428572,46.0
1,3,0.9225806451612903,0.4798657718120805,0.8854297466984196,0.5406962183821687,0.6372130881019158,1705.0,0.9225806451612903,1.0,0.959731543624161,1573.0,0.0,0.0,0.0,132.0
1,4,0.9448051948051948,0.48580968280467446,0.9179910240010407,0.4936998854524628,0.5373068472098239,924.0,0.9448051948051948,1.0,0.9716193656093489,873.0,0.0,0.0,0.0,51.0
2,0,0.8762295081967213,0.5906576985550142,0.9146233628786778,0.7980718644781144,0.5551744157883683,1220.0,0.9933396764985728,0.8787878787878788,0.9325591782045556,1188.0,0.14792899408284024,0.78125,0.24875621890547264,32.0
2,1,0.5270034843205574,0.34512264689104394,0.6661949351137224,0.06552346570397112,0.48975618858685344,1148.0,0.937984496124031,0.546028880866426,0.6902452937820879,1108.0,0.0,0.0,0.0,40.0
2,2,0.9447717231222386,0.5643768471747582,0.9426734062336394,0.2807808524173028,0.532442505636938,1358.0,0.9688686408504176,0.9740458015267176,0.9714503235629997,1310.0,0.17073170731707318,0.14583333333333334,0.15730337078651685,48.0
2,3,0.9409761634506243,0.6595422116527943,0.9227057945448975,0.6060606060606061,0.6055840583606689,1762.0,0.9400230680507498,1.0,0.9690844233055886,1630.0,1.0,0.21212121212121213,0.35,132.0
2,4,0.9409722222222222,0.4847942754919499,0.9123558934605447,0.996309963099631,0.9721133148831489,864.0,0.9409722222222222,1.0,0.9695885509838998,813.0,0.0,0.0,0.0,51.0
3,0,0.6481223922114048,0.4359123046390474,0.7684228953703374,0.6043946301925025,0.518189311733091,1438.0,0.9967032967032967,0.6432624113475177,0.781896551724138,1410.0,0.04734848484848485,0.8928571428571429,0.08992805755395683,28.0
3,1,0.9622093023255814,0.49037037037037035,0.943677863910422,0.5396751620316574,0.5281011155079934,1032.0,0.9622093023255814,1.0,0.9807407407407407,993.0,0.0,0.0,0.0,39.0
3,2,0.9590288315629742,0.5924271577789995,0.9478841406799413,0.5628756805130882,0.5306011961560705,1318.0,0.9646968534151957,0.9936758893280633,0.9789719626168224,1265.0,0.4666666666666667,0.1320754716981132,0.20588235294117646,53.0
3,3,0.9410430839002267,0.6595605700712589,0.9227923473427376,0.6176470588235294,0.6072907168732595,1764.0,0.9400921658986175,1.0,0.9691211401425178,1632.0,1.0,0.21212121212121213,0.35,132.0
3,4,0.93625,0.4835377663008393,0.9054244673983216,0.3066310636404095,0.5216134398194632,800.0,0.93625,1.0,0.9670755326016786,749.0,0.0,0.0,0.0,51.0
4,0,0.5757825370675453,0.4132100706257772,0.7068072948414272,0.5728462837837838,0.5188336863710273,1214.0,1.0,0.5650337837837838,0.7220723151645979,1184.0,0.05504587155963303,1.0,0.10434782608695652,30.0
4,1,0.9657190635451505,0.49128030625265845,0.9488775145849841,0.7947629606166191,0.5648529510886583,1196.0,0.9657190635451505,1.0,0.9825606125053169,1155.0,0.0,0.0,0.0,41.0
4,2,0.7372429550647372,0.5138962665353177,0.8188021390782892,0.7818554637044692,0.5629742419997609,1313.0,0.9893503727369543,0.7349683544303798,0.8433953699500681,1264.0,0.10427807486631016,0.7959183673469388,0.18439716312056736,49.0
4,3,0.9390029325513196,0.659,0.9201548387096774,0.9912346606561483,0.916747914304598,1705.0,0.937984496124031,1.0,0.968,1573.0,1.0,0.21212121212121213,0.35,132.0
4,4,0.9448051948051948,0.48580968280467446,0.9179910240010407,0.14662084765177552,0.5021722181066873,924.0,0.9448051948051948,1.0,0.9716193656093489,873.0,0.0,0.0,0.0,51.0
