fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_absent,recall_absent,f1_absent,support_absent,precision_present,recall_present,f1_present,support_present
0,0.8917050691244239,0.63000852514919,0.8866862312947619,0.7074694311536416,0.5834537434271094,434.0,0.9330024813895782,0.9494949494949495,0.9411764705882353,396.0,0.3548387096774194,0.2894736842105263,0.3188405797101449,38.0
1,0.6620370370370371,0.4605911330049261,0.753603357051633,0.7014910130718954,0.5660600704166604,432.0,0.9548611111111112,0.6740196078431373,0.7902298850574713,408.0,0.0763888888888889,0.4583333333333333,0.13095238095238096,24.0
2,0.8880407124681934,0.5301086956521739,0.8755183095475163,0.576902512921048,0.5265822723289032,393.0,0.9251336898395722,0.9558011049723757,0.9402173913043478,362.0,0.15789473684210525,0.0967741935483871,0.12,31.0
3,0.6457564575645757,0.46679783571077227,0.6708334619007774,0.5193236714975846,0.5179917886989953,271.0,0.8177339901477833,0.7377777777777778,0.7757009345794392,225.0,0.1323529411764706,0.1956521739130435,0.15789473684210525,46.0
4,0.8271186440677966,0.6013619140987255,0.8403386327596791,0.6535849056603773,0.5599589817180955,295.0,0.9246031746031746,0.879245283018868,0.9013539651837524,265.0,0.2558139534883721,0.36666666666666664,0.3013698630136986,30.0
