fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_absent,recall_absent,f1_absent,support_absent,precision_present,recall_present,f1_present,support_present
0,0.7761194029850746,0.5764854614412136,0.7761194029850746,0.6413822166034555,0.5596405258138364,134.0,0.8672566371681416,0.8672566371681416,0.8672566371681416,113.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,21.0
1,0.6444444444444445,0.5371428571428571,0.684063492063492,0.6735248447204969,0.6420304763288005,135.0,0.8636363636363636,0.6785714285714286,0.76,112.0,0.23404255319148937,0.4782608695652174,0.3142857142857143,23.0
2,0.7806451612903226,0.5120370370370371,0.7432735961768221,0.5528683914510686,0.5413600881620215,155.0,0.8251748251748252,0.9291338582677166,0.8740740740740741,127.0,0.25,0.10714285714285714,0.15,28.0
3,0.5918367346938775,0.46764847899565426,0.6303176026567073,0.47746913580246914,0.5092263349281853,147.0,0.8061224489795918,0.6583333333333333,0.7247706422018348,120.0,0.16326530612244897,0.2962962962962963,0.21052631578947367,27.0
4,0.7428571428571429,0.5474137931034483,0.7598522167487685,0.6441666666666667,0.5729064776959188,140.0,0.875,0.8166666666666667,0.8448275862068966,120.0,0.21428571428571427,0.3,0.25,20.0
