epoch,train_loss,val_macro_f1,repeat,fold
0,1.755195702426547,0.2415906422719231,0,0
1,1.0236815781502744,0.2910774763450737,0,0
2,0.7364291371960051,0.33149246069770466,0,0
3,0.5902028673352733,0.33859544676777364,0,0
4,0.5069996086816657,0.3512809481844774,0,0
5,0.45373839534903604,0.35489249087934754,0,0
6,0.4128712393226056,0.36538977006592005,0,0
7,0.38378299650080755,0.36366976631653075,0,0
8,0.35390547835112424,0.36776326527608616,0,0
9,0.33230654353983813,0.3750434427579173,0,0
10,0.31206515842716537,0.38007157022590493,0,0
11,0.2940570922693787,0.3819697186971528,0,0
12,0.28652227905287764,0.37444012938878823,0,0
13,0.26935657237875427,0.38330263416280164,0,0
14,0.2572596174338538,0.3857107922496251,0,0
15,0.2477593017579389,0.38718763164188386,0,0
16,0.23845475389862286,0.37472952818248334,0,0
17,0.23129749000994065,0.38203211478677823,0,0
18,0.22716374035489661,0.37748269913572474,0,0
19,0.21828232879926382,0.3813418760701289,0,0
20,0.21100844974511504,0.38539988285874105,0,0
21,0.20680693097817426,0.3759954451380608,0,0
22,0.19961278361506007,0.3822847567906154,0,0
23,0.19519259621671858,0.38906224300261233,0,0
24,0.19258131317003296,0.38590851101557067,0,0
25,0.1861673036181265,0.3854932913544005,0,0
26,0.1821931227657655,0.3849958349882312,0,0
27,0.17881962405349014,0.3855305594125918,0,0
28,0.17440575390764512,0.3882608252665278,0,0
29,0.17157202310878808,0.3874179127375397,0,0
30,0.1696791024018749,0.38303345407028383,0,0
31,0.1660543958882909,0.386144750420023,0,0
32,0.1632129234468756,0.39068735077937844,0,0
33,0.1607035983723036,0.3859128355014535,0,0
34,0.15883463993174848,0.38673644295049686,0,0
35,0.1570524637935843,0.39474068998333217,0,0
36,0.1557145887096331,0.3871197707307678,0,0
37,0.15365468741709593,0.3911835942491924,0,0
38,0.15223546486450495,0.38562552301435427,0,0
39,0.14985041943436483,0.39037616922692353,0,0
40,0.14890513015836104,0.3894810140717553,0,0
41,0.14793453278479995,0.388424827827221,0,0
42,0.14600304384379723,0.38790299542891843,0,0
43,0.14570361548715727,0.3885676583824026,0,0
44,0.14453376093781972,0.3864480994592825,0,0
45,0.14373027336578134,0.38602229541947825,0,0
0,1.6998894453892406,0.2166437075771532,0,1
1,1.0165523485831458,0.30061075926772013,0,1
2,0.724833431977732,0.32834240116846664,0,1
3,0.5733539226587226,0.3403451183242505,0,1
4,0.48755490011834707,0.3449274854773366,0,1
5,0.4311264433079623,0.3335862236952025,0,1
6,0.3885744263258464,0.36021430471151117,0,1
7,0.35704155686415384,0.35840622686764767,0,1
8,0.32825853239482106,0.35948486172069805,0,1
9,0.3067199623495792,0.36395453030712005,0,1
10,0.28863891331230057,0.35997574369065466,0,1
11,0.2707496628420877,0.3630507262616809,0,1
12,0.25934589942452246,0.36773503748572023,0,1
13,0.24682108217069246,0.3694731359370105,0,1
