repeat,fold,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,average_precision_macro,n_items,precision_HumpbackWhale,recall_HumpbackWhale,f1_HumpbackWhale,support_HumpbackWhale,precision_SpermWhale,recall_SpermWhale,f1_SpermWhale,support_SpermWhale,precision_KillerWhale,recall_KillerWhale,f1_KillerWhale,support_KillerWhale,precision_Long_FinnedPilotWhale,recall_Long_FinnedPilotWhale,f1_Long_FinnedPilotWhale,support_Long_FinnedPilotWhale,precision_NorthernRightWhale,recall_NorthernRightWhale,f1_NorthernRightWhale,support_NorthernRightWhale,precision_SpinnerDolphin,recall_SpinnerDolphin,f1_SpinnerDolphin,support_SpinnerDolphin,precision_Short_Finned(Pacific)PilotWhale,recall_Short_Finned(Pacific)PilotWhale,f1_Short_Finned(Pacific)PilotWhale,support_Short_Finned(Pacific)PilotWhale,precision_Beluga_WhiteWhale,recall_Beluga_WhiteWhale,f1_Beluga_WhiteWhale,support_Beluga_WhiteWhale,precision_WeddellSeal,recall_WeddellSeal,f1_WeddellSeal,support_WeddellSeal,precision_Walrus,recall_Walrus,f1_Walrus,support_Walrus,precision_StripedDolphin,recall_StripedDolphin,f1_StripedDolphin,support_StripedDolphin
0,0,0.5158987670343933,0.4408903283075157,0.5463412664065771,0.8903032640807187,0.4985929886048756,4623.0,0.6153846153846154,0.6903553299492385,0.6507177033492823,394.0,0.9398642095053347,0.5988875154511742,0.7315968289920725,1618.0,0.7473460721868365,0.33113828786453436,0.4589308996088657,1063.0,0.296875,0.13801452784503632,0.1884297520661157,413.0,0.4226415094339623,0.8,0.5530864197530864,140.0,0.3931888544891641,0.679144385026738,0.4980392156862745,187.0,0.44485294117647056,0.9097744360902256,0.5975308641975309,133.0,0.04103671706263499,0.4418604651162791,0.07509881422924901,43.0,0.44969199178644764,0.7423728813559322,0.5601023017902813,295.0,0.36421725239616615,0.57,0.4444444444444444,200.0,0.06318681318681318,0.1678832116788321,0.09181636726546906,137.0
0,1,0.5768661450623811,0.37889456841605773,0.5574883568889624,0.8320193347772302,0.4233669151747039,4729.0,0.6326034063260341,0.31363088057901084,0.41935483870967744,829.0,0.7175398633257403,0.7658022690437601,0.7408859270874167,1234.0,0.7688547486033519,0.9084158415841584,0.8328290468986385,1212.0,0.5284090909090909,0.24155844155844156,0.3315508021390374,385.0,0.18882978723404256,0.696078431372549,0.29707112970711297,102.0,0.3916083916083916,0.6153846153846154,0.47863247863247865,91.0,0.03821656050955414,0.026785714285714284,0.031496062992125984,224.0,0.14285714285714285,0.5,0.2222222222222222,76.0,0.5271966527196653,0.7283236994219653,0.6116504854368932,173.0,0.03571428571428571,0.008298755186721992,0.013468013468013467,241.0,0.19230769230769232,0.18518518518518517,0.18867924528301888,162.0
0,2,0.4620793571069814,0.4009304308977042,0.47223038003063383,0.8253892402226561,0.44098647860972,3982.0,0.17761557177615572,0.1721698113207547,0.17485029940119762,424.0,0.6596858638743456,0.34177215189873417,0.4502680166765932,1106.0,0.8520325203252033,0.6461159062885327,0.7349228611500701,811.0,0.41643835616438357,0.3584905660377358,0.385297845373891,424.0,0.4245810055865922,0.6440677966101694,0.5117845117845118,118.0,0.6542056074766355,0.9417040358744395,0.7720588235294118,223.0,0.029411764705882353,0.02142857142857143,0.024793388429752067,140.0,0.1044776119402985,0.21875,0.1414141414141414,32.0,0.1684027777777778,0.40585774058577406,0.23803680981595093,239.0,0.25903614457831325,0.7678571428571429,0.38738738738738737,112.0,0.5306122448979592,0.6628895184135978,0.5894206549118388,353.0
0,3,0.6301789077212806,0.4704189144646003,0.6440243848767842,0.8373890108152402,0.5156222941762663,4248.0,0.09012875536480687,0.1206896551724138,0.10319410319410319,174.0,0.8262826282628263,0.564923076923077,0.6710526315789473,1625.0,0.8949579831932774,0.8792569659442725,0.8870380010411244,969.0,0.6570048309178744,0.816,0.727921498661909,500.0,0.37777777777777777,0.7142857142857143,0.4941860465116279,119.0,0.5447761194029851,0.9125,0.6822429906542056,160.0,0.0,0.0,0.0,202.0,0.06837606837606838,0.16326530612244897,0.0963855421686747,49.0,0.5859030837004405,0.6487804878048781,0.6157407407407407,205.0,0.7117117117117117,0.6991150442477876,0.7053571428571429,113.0,0.18,0.20454545454545456,0.19148936170212766,132.0
0,4,0.6318956870611836,0.5113811748306829,0.6128648956316742,0.8527458732932769,0.6198306419022668,3988.0,0.9282511210762332,0.24381625441696114,0.38619402985074625,849.0,0.8746177370030581,0.7438231469440832,0.8039353478566409,769.0,0.8373493975903614,0.8948497854077253,0.8651452282157677,932.0,0.4767932489451477,0.7902097902097902,0.5947368421052631,429.0,0.3423076923076923,0.8090909090909091,0.4810810810810811,110.0,0.8076923076923077,0.9438202247191011,0.8704663212435233,267.0,0.0,0.0,0.0,108.0,0.5104166666666666,0.8448275862068966,0.6363636363636364,58.0,0.35406698564593303,0.6218487394957983,0.45121951219512196,119.0,0.328719723183391,0.95,0.4884318766066838,100.0,0.06870229007633588,0.03643724696356275,0.047619047619047616,247.0
1,0,0.4336892052194543,0.33480197024688735,0.4743509282017303,0.794161347349399,0.3924579019025021,4215.0,0.06086956521739131,0.08045977011494253,0.06930693069306931,174.0,0.9607843137254902,0.47342995169082125,0.6343042071197411,1656.0,0.635048231511254,0.40183112919633773,0.49221183800623053,983.0,0.22742474916387959,0.16464891041162227,0.19101123595505617,413.0,0.2913907284768212,0.8,0.42718446601941745,110.0,0.3903061224489796,0.95625,0.5543478260869565,160.0,0.0,0.0,0.0,133.0,0.08264462809917356,0.20408163265306123,0.11764705882352941,49.0,0.3888888888888889,0.63,0.48091603053435117,200.0,0.5083056478405316,0.765,0.6107784431137725,200.0,0.06525573192239859,0.27007299270072993,0.10511363636363637,137.0
1,1,0.5337866553336167,0.34493436452769993,0.5243682414190177,0.8281063204059499,0.3893808086060311,4706.0,0.47564469914040114,0.20024125452352232,0.28183361629881154,829.0,0.7133047210300429,0.7432915921288015,0.7279894875164258,1118.0,0.823574144486692,0.8311588641596316,0.8273491214667685,1303.0,0.5168539325842697,0.23896103896103896,0.3268206039076377,385.0,0.1710794297352342,0.8076923076923077,0.2823529411764706,104.0,0.2553191489361702,0.3956043956043956,0.3103448275862069,91.0,0.027649769585253458,0.026785714285714284,0.027210884353741496,224.0,0.14576271186440679,0.5657894736842105,0.23180592991913745,76.0,0.44,0.7630057803468208,0.5581395348837209,173.0,0.09615384615384616,0.02074688796680498,0.034129692832764506,241.0,0.16748768472906403,0.20987654320987653,0.1863013698630137,162.0
1,2,0.46884576098059244,0.39778234863321343,0.48524589269665586,0.8215450125956227,0.4410923709734128,3916.0,0.15859030837004406,0.16981132075471697,0.16400911161731208,424.0,0.667262969588551,0.33096716947648624,0.4424673784104389,1127.0,0.9463667820069204,0.6753086419753086,0.7881844380403458,810.0,0.5607843137254902,0.33726415094339623,0.4212076583210604,424.0,0.42441860465116277,0.6239316239316239,0.5051903114186851,117.0,0.596045197740113,0.9461883408071748,0.7313691507798961,223.0,0.041666666666666664,0.02857142857142857,0.03389830508474576,140.0,0.06097560975609756,0.15625,0.08771929824561403,32.0,0.13391304347826086,0.5,0.2112482853223594,154.0,0.2757475083056478,0.7410714285714286,0.4019370460048426,112.0,0.5061224489795918,0.7025495750708215,0.5883748517200474,353.0
1,3,0.6461943408642246,0.4870689714321712,0.6587727273071621,0.860795348688584,0.5277736187035021,4559.0,0.5614035087719298,0.7309644670050761,0.6350606394707828,394.0,0.8429602888086642,0.5877910635619886,0.692621431219874,1589.0,0.9087378640776699,0.8872037914691943,0.897841726618705,1055.0,0.5984848484848485,0.79,0.6810344827586207,500.0,0.45539906103286387,0.6928571428571428,0.5495750708215298,140.0,0.7310344827586207,0.5668449197860963,0.6385542168674698,187.0,0.0,0.0,0.0,202.0,0.06432748538011696,0.2558139534883721,0.102803738317757,43.0,0.2895927601809955,0.3137254901960784,0.30117647058823527,204.0,0.4966887417218543,0.6637168141592921,0.5681818181818182,113.0,0.27972027972027974,0.30303030303030304,0.2909090909090909,132.0
1,4,0.6214662194537613,0.5087733590725616,0.5979856528624832,0.852238172629199,0.6053595473998599,4174.0,0.84375,0.2862190812720848,0.42744063324538256,849.0,0.7975376196990424,0.6763341067285383,0.7319522912743252,862.0,0.8029818956336529,0.9019138755980861,0.8495774647887324,836.0,0.44750656167979,0.7948717948717948,0.5726280436607892,429.0,0.28825622775800713,0.6864406779661016,0.40601503759398494,118.0,0.6657894736842105,0.947565543071161,0.7820710973724884,267.0,0.0,0.0,0.0,108.0,0.45544554455445546,0.7931034482758621,0.5786163522012578,58.0,0.5919003115264797,0.6333333333333333,0.6119162640901772,300.0,0.415929203539823,0.94,0.5766871165644172,100.0,0.16363636363636364,0.03643724696356275,0.059602649006622516,247.0
